,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.16358812153339386,0.47820913791656494,0.12488693743944168,0.489157497882843
1,0.161081925034523,0.48238393664360046,0.12754620611667633,0.472271591424942
2,0.16031743586063385,0.48129144310951233,0.1267831176519394,0.47404906153678894
3,0.1599549949169159,0.47971126437187195,0.12624309957027435,0.4774262309074402
4,0.15869952738285065,0.4813304841518402,0.1252654790878296,0.48009243607521057
5,0.1577438861131668,0.4854077398777008,0.12477263063192368,0.4790259599685669
6,0.15649175643920898,0.4860905110836029,0.12405737489461899,0.4822253882884979
7,0.1560317873954773,0.485271155834198,0.12337867170572281,0.4848915636539459
8,0.15571530163288116,0.48328131437301636,0.12310991436243057,0.4859580397605896
9,0.15404310822486877,0.485115110874176,0.12255820631980896,0.502666175365448
10,0.1536249816417694,0.48675379157066345,0.12224573642015457,0.5033771991729736
11,0.15297161042690277,0.4857978820800781,0.12166716158390045,0.5127977132797241
12,0.15183325111865997,0.48925086855888367,0.1215851753950119,0.5129754543304443
13,0.15127485990524292,0.48821693658828735,0.12106606364250183,0.5149306654930115
14,0.15068019926548004,0.48971909284591675,0.1206265389919281,0.5206185579299927
15,0.14993277192115784,0.4874951243400574,0.12040887027978897,0.5179523825645447
16,0.14880794286727905,0.4906750023365021,0.12010879069566727,0.5241734981536865
17,0.1488761603832245,0.4875536561012268,0.11975402384996414,0.5284394025802612
18,0.14783798158168793,0.4932501018047333,0.11962199211120605,0.5291503667831421
19,0.14701470732688904,0.4939914047718048,0.11935868859291077,0.5231069922447205
20,0.1465783715248108,0.4923527240753174,0.11923809349536896,0.5263064503669739
21,0.14649972319602966,0.49336713552474976,0.11893277615308762,0.5289726257324219
22,0.14588290452957153,0.4930940270423889,0.11876552551984787,0.5279061794281006
23,0.14513355493545532,0.49254781007766724,0.1186838299036026,0.5316388010978699
24,0.1439828723669052,0.49122121930122375,0.11838583648204803,0.5302168726921082
25,0.14352631568908691,0.495708167552948,0.11821794509887695,0.5284394025802612
26,0.14350342750549316,0.49490830302238464,0.1179136410355568,0.5348382592201233
27,0.1427229940891266,0.494986355304718,0.11777205020189285,0.5355492234230042
28,0.1423739194869995,0.49715176224708557,0.11772868037223816,0.5344827771186829
29,0.1423267424106598,0.4916309118270874,0.11760899424552917,0.5380376577377319
30,0.14110955595970154,0.49898555874824524,0.11755670607089996,0.5318165421485901
31,0.1402381807565689,0.4991806447505951,0.11746406555175781,0.5332385301589966
32,0.13989132642745972,0.5004876852035522,0.11735007911920547,0.5303946137428284
33,0.1400066465139389,0.49748343229293823,0.11717422306537628,0.5332385301589966
34,0.13992974162101746,0.496488481760025,0.11726868897676468,0.5225737690925598
35,0.13944043219089508,0.49886852502822876,0.11698774993419647,0.5234624743461609
36,0.13837306201457977,0.49933671951293945,0.11699973791837692,0.5243512392044067
37,0.137617826461792,0.5016192197799683,0.11688642203807831,0.5280839204788208
38,0.13779592514038086,0.49765899777412415,0.11669163405895233,0.5328830480575562
39,0.13766221702098846,0.4967811107635498,0.11663687229156494,0.5238180160522461
40,0.13692471385002136,0.5000585317611694,0.11661744862794876,0.5191965699195862
41,0.13671386241912842,0.49791261553764343,0.1165190115571022,0.5239957571029663
42,0.1368056684732437,0.4978150725364685,0.1164918765425682,0.5213295221328735
43,0.13561418652534485,0.4985368847846985,0.11658447235822678,0.5159971714019775
44,0.13481391966342926,0.5006242394447327,0.11630341410636902,0.5250622034072876
45,0.13553184270858765,0.49976590275764465,0.11637108772993088,0.5184856057167053
46,0.13492229580879211,0.4997073709964752,0.11629801243543625,0.520085334777832
47,0.13476872444152832,0.5030043125152588,0.11620129644870758,0.5195520520210266
48,0.1337885707616806,0.5033554434776306,0.11614356935024261,0.5115535259246826
49,0.13416367769241333,0.4971127510070801,0.11624940484762192,0.5010665059089661
50,0.13352210819721222,0.5009949207305908,0.11613339930772781,0.5037326812744141
51,0.13368861377239227,0.49865391850471497,0.11600816249847412,0.5030216574668884
52,0.13311484456062317,0.498575896024704,0.11589772254228592,0.5071098208427429
53,0.13196147978305817,0.503491997718811,0.11602833867073059,0.5019552111625671
54,0.13159999251365662,0.5029652714729309,0.11594690382480621,0.5014219880104065
55,0.13132229447364807,0.5037846565246582,0.11593799293041229,0.5003554821014404
56,0.13153226673603058,0.5001755952835083,0.11591506004333496,0.4985780417919159
57,0.1307724118232727,0.5022239685058594,0.11595644801855087,0.4975115656852722
58,0.13057160377502441,0.5009949207305908,0.11598682403564453,0.4985780417919159
59,0.12988930940628052,0.5056769251823425,0.11583288758993149,0.4989335238933563
60,0.1301901787519455,0.5024775862693787,0.11578918993473053,0.49911126494407654
61,0.1297656148672104,0.5055403709411621,0.11583488434553146,0.4969783127307892
62,0.12993071973323822,0.50072181224823,0.11585748195648193,0.4969783127307892
63,0.129180908203125,0.5052282214164734,0.11580812186002731,0.4971560537815094
64,0.1291554868221283,0.5024775862693787,0.11562268435955048,0.49680057168006897
65,0.12891101837158203,0.5033164024353027,0.11577039957046509,0.49520084261894226
66,0.1282828003168106,0.5046430230140686,0.11573720723390579,0.49360114336013794
