,loss,binary_accuracy,val_loss,val_binary_accuracy
0,0.15639962255954742,0.4873003363609314,0.12967662513256073,0.5091524124145508
1,0.15112750232219696,0.493572860956192,0.1281738430261612,0.5206260681152344
2,0.1483534276485443,0.49513787031173706,0.1272105872631073,0.5303753614425659
3,0.1452288180589676,0.5007299184799194,0.1271965503692627,0.5303090810775757
4,0.14391842484474182,0.4987380802631378,0.12651000916957855,0.5300437808036804
5,0.1417120099067688,0.5020290017127991,0.12637615203857422,0.5271919369697571
6,0.1405646800994873,0.5003958940505981,0.12630663812160492,0.5289162993431091
7,0.13900351524353027,0.5027032494544983,0.12548354268074036,0.5281204581260681
8,0.1375630646944046,0.5037362575531006,0.12496668845415115,0.5297784805297852
9,0.13639962673187256,0.5048249959945679,0.12504246830940247,0.5303753614425659
10,0.13526202738285065,0.5052703619003296,0.12430979311466217,0.5287173390388489
11,0.1343972086906433,0.5065199136734009,0.12386618554592133,0.5305080413818359
12,0.1334175318479538,0.5086540579795837,0.12349803000688553,0.5310385823249817
13,0.13237255811691284,0.5086169838905334,0.12299781292676926,0.5314365029335022
14,0.13169212639331818,0.5106768608093262,0.12279774993658066,0.53382408618927
15,0.1306162327528,0.5141966342926025,0.12245240062475204,0.5371401906013489
16,0.12962178885936737,0.515798807144165,0.12195024639368057,0.5387982726097107
17,0.12913508713245392,0.5171597003936768,0.12165908515453339,0.5395941138267517
18,0.12822605669498444,0.5196897387504578,0.12117055803537369,0.5427775382995605
19,0.12749071419239044,0.5212918519973755,0.12063382565975189,0.543175458908081
20,0.1268860250711441,0.5236239433288574,0.12045416980981827,0.5446345806121826
21,0.12617921829223633,0.5261663794517517,0.1200949028134346,0.5442366600036621
22,0.12564128637313843,0.5268344283103943,0.1199265643954277,0.5476853847503662
23,0.12497025728225708,0.5289871096611023,0.11963491886854172,0.5488791465759277
24,0.12424766272306442,0.5314552783966064,0.11925855278968811,0.549210786819458
25,0.12361219525337219,0.534375011920929,0.11892610043287277,0.5505372285842896
26,0.12305854260921478,0.5355503559112549,0.11868347972631454,0.5517309904098511
27,0.1224883645772934,0.5368865132331848,0.11825995147228241,0.5531237721443176
28,0.12201640009880066,0.5389959216117859,0.11795864254236221,0.5543175339698792
29,0.12142705172300339,0.5404990911483765,0.1176663190126419,0.5565061569213867
30,0.12109380960464478,0.5421692728996277,0.11749839037656784,0.5570367574691772
31,0.12057308107614517,0.5431899428367615,0.11717473715543747,0.5570367574691772
32,0.11993415653705597,0.5457818508148193,0.11694535613059998,0.557699978351593
33,0.11967921257019043,0.5463323593139648,0.11675947159528732,0.5606844425201416
34,0.11904367804527283,0.5501366853713989,0.11653002351522446,0.5580315589904785
35,0.1185758113861084,0.5496727824211121,0.11634659022092819,0.5616129636764526
36,0.11828410625457764,0.5514605045318604,0.11619348078966141,0.5616129636764526
37,0.11777573078870773,0.5531121492385864,0.11594215780496597,0.5633373260498047
38,0.1173185482621193,0.5543060302734375,0.11580750346183777,0.5622761845588684
39,0.11707263439893723,0.5557101964950562,0.11563913524150848,0.5674492716789246
40,0.11686178296804428,0.5564215779304504,0.11546589434146881,0.5655922293663025
41,0.11661207675933838,0.555233895778656,0.1154080256819725,0.5677808523178101
42,0.116313137114048,0.5573371052742004,0.1151762306690216,0.5681124925613403
43,0.11593540757894516,0.5584567189216614,0.11510900408029556,0.5655259490013123
44,0.11585506796836853,0.5593907833099365,0.11500195413827896,0.5698368549346924
45,0.11559790372848511,0.5587846040725708,0.11492457985877991,0.5704337358474731
46,0.11531420052051544,0.5604485869407654,0.11476723104715347,0.5697705149650574
47,0.1147971823811531,0.5625517964363098,0.11459580063819885,0.5734182000160217
48,0.11488612741231918,0.5616053938865662,0.11453089118003845,0.5715612173080444
49,0.11444317549467087,0.5623167157173157,0.11439228057861328,0.5687757134437561
50,0.11429647356271744,0.5640673637390137,0.11435084044933319,0.573683500289917
51,0.11415349692106247,0.5644570589065552,0.11418447643518448,0.5716275572776794
52,0.11382211744785309,0.5659292936325073,0.11416955292224884,0.5722907781600952
53,0.11373379826545715,0.5657128095626831,0.11400162428617477,0.5778617858886719
54,0.11367902904748917,0.566851019859314,0.11392364650964737,0.5763363838195801
55,0.11354788392782211,0.5653292536735535,0.1139022558927536,0.5776628255844116
56,0.11319104582071304,0.5685644745826721,0.11377155780792236,0.5783260464668274
57,0.11294812709093094,0.5698573589324951,0.11365893483161926,0.5784586668014526
58,0.11286886036396027,0.5693253874778748,0.11358916759490967,0.5783923864364624
59,0.11245706677436829,0.57115638256073,0.11347932368516922,0.5795861482620239
60,0.1125454306602478,0.5722451210021973,0.11340483278036118,0.5790556073188782
61,0.11244377493858337,0.5714842677116394,0.113289013504982,0.5783260464668274
62,0.11228087544441223,0.5719543695449829,0.11322382092475891,0.5787903070449829
63,0.11200277507305145,0.5751772522926331,0.11323805153369904,0.5805809497833252
64,0.11193152517080307,0.5747874975204468,0.1131206601858139,0.581376850605011
65,0.11160117387771606,0.575678288936615,0.11306393891572952,0.5817084312438965
66,0.11135493218898773,0.5770577192306519,0.11302840709686279,0.5810452103614807
67,0.11132936924695969,0.577589750289917,0.11293710768222809,0.5840960144996643
68,0.11122361570596695,0.5788454413414001,0.11295077204704285,0.582172691822052
69,0.11088356375694275,0.582192063331604,0.1128576472401619,0.5820400714874268
70,0.11075019091367722,0.5816229581832886,0.1128297969698906,0.5834991335868835
71,0.11057724058628082,0.5829591155052185,0.11276042461395264,0.5833001732826233
72,0.11046690493822098,0.5847653746604919,0.11282666027545929,0.5856877565383911
73,0.11023817211389542,0.5857303738594055,0.11270696669816971,0.5836980938911438
74,0.11011334508657455,0.5872211456298828,0.11269642412662506,0.5855551362037659
75,0.10984457284212112,0.5870046615600586,0.11265219002962112,0.5866825580596924
76,0.10970193147659302,0.5899553298950195,0.11261942982673645,0.5869478583335876
77,0.10952155292034149,0.5914894342422485,0.11259216070175171,0.5864173173904419
78,0.10947024077177048,0.59189772605896,0.11255490779876709,0.5869478583335876
79,0.10928745567798615,0.5928131937980652,0.11246341466903687,0.5866825580596924
80,0.10916610807180405,0.5944401025772095,0.11250151693820953,0.5874121189117432
81,0.10886719077825546,0.5959804058074951,0.11244061589241028,0.5876110792160034
82,0.10878901928663254,0.5977805256843567,0.11245723813772202,0.5878763794898987
83,0.10864025354385376,0.5994939804077148,0.11239911615848541,0.5880089998245239
84,0.10846106708049774,0.5996177196502686,0.11235949397087097,0.5874784588813782
85,0.10837411880493164,0.6017456650733948,0.11231320351362228,0.5880753397941589
